Data Supplied By: National Livestock Reporting Service,,,,,,,,,
Data source: National Livestock Reporting Service,,,,,,,,,
,,,,,,,,,
Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/,,,,,,,,,
,,,,,,,,,
Quarterly,State,Saleyard,Category,Weight Range,Sale Prefix,Muscle Score,Fat Score,Head,Price c/kg Lwt
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,2,6,92.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,23,136.56
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,1,121,103.92
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,141,118.11
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,12,120.1
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,84,105.83
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,PTIC,D,2,12,92.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,75,114.7
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,1,344,89.54
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,485,105.68
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,320,131
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,1,18,128.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,2,187,122.51
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,41,131.08
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,4,130
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,239,127.86
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,1,20,99.6
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,426,118.61
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,561,137.49
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,90,141.63
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,76,117.27
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,102,135.12
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,88,147.1
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,D,2,3,91.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,172,140.64
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,3,15,146.4
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,1,7,127.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,2,37,105.52
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,15,152.67
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,3,31,137.39
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,B,2,3,195.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,83,150.47
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,8,152.2
31/03/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,2,3,151.2
31/03/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,1,36,110.29
31/03/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,2,2,101.2
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,41,165.78
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,1,95,109.27
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,2,130,134.8
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,D,1,8,70
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,D,2,3,94.2
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,118,143.11
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,1,196,117.84
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,281,126.43
31/03/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,E,1,10,80.2
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,290,150.21
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,1,40,143.15
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,169,143.13
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,10,127.22
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,237,138.4
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,1,16,117.07
31/03/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,163,136.83
31/03/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,915,164.43
31/03/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,41,126.78
31/03/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,2,154.2
31/03/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,4,146.9
31/03/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,125,151.26
31/03/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,34,143.44
31/03/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,304,163.17
31/03/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,15,158.05
31/03/2014 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,5,168.48
31/03/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,25,174
31/03/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,1,184.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Feeder,D,1,7,114.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,C,2,5,146.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,1,3,100
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,42,131.3
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,3,151.47
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,137,145.52
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,1,26,142.28
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,268,137.53
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,106,169.33
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,2,25,134.21
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,23,144.75
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,38,169.91
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,2,100
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,347,164.9
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,12,183.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,47,144.09
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,91,168.57
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,7,140.91
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,4,133.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,3,5,149.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,29,164.76
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,73,161.73
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,307,163.72
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,3,69,172.97
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,2,9,140.31
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,28,176.87
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,2,7,158.2
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,78,163.95
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,2,6,151.37
30/06/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,24,151.84
30/06/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,1,10,123.2
30/06/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,2,19,157.95
30/06/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,117,192.58
30/06/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,186,161.88
30/06/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,30,204.56
30/06/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,82,175.98
30/06/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,2,199.2
30/06/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,320,179.96
30/06/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,49,177.46
30/06/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,181,189.12
30/06/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,3,2,176.2
30/06/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,B,2,1,209.2
30/06/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,8,177.97
30/06/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,2,159.2
30/06/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,237,196.66
30/06/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,135,191.82
30/06/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,95,199.64
30/06/2014 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,2,7,173.71
30/06/2014 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,31,182.38
30/06/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,23,188.65
30/06/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,3,178.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,C,2,23,142.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,C,2,37,152.12
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,1,193,156.1
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,2,46,147.53
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,E,1,5,128.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,14,179.09
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,25,159.74
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,3,1,157.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,2,161.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,232,157.62
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,1,56,167.61
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,156,149.73
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,3,2,129.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,19,156.13
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,16,151.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,27,162.52
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,116,165.48
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,9,177.64
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,1,2,137.2
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,14,128.03
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,100,150.82
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,17,187.96
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,15,159.23
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,65,170.88
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,78,165.12
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,3,35,175.75
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,D,2,10,153.28
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,3,41,182.12
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,48,175.3
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,16,163.57
30/09/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,D,3,1,165.2
30/09/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Processor,C,2,2,140
30/09/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,C,2,23,176.9
30/09/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,1,65,200.38
30/09/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,2,21,202.77
30/09/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,C,2,3,151.67
30/09/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,C,3,1,170
30/09/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,373,188.44
30/09/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,1,23,172.63
30/09/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,107,176.94
30/09/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,71,170.71
30/09/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,4,161.45
30/09/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,3,5,190
30/09/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,217,187.93
30/09/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,1,4,170.2
30/09/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,8,146.32
30/09/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,72,173.67
30/09/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,3,161.67
30/09/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,17,192.92
30/09/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,147,191.05
30/09/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,3,2,192.2
30/09/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,8,151.2
30/09/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,17,179.33
30/09/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,9,191.87
30/09/2014 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,3,188.13
30/09/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,28,188.09
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,D,1,23,126.03
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,D,2,18,134.89
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,1,292,149.9
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,2,54,170.14
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,E,1,8,174.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,5,167.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,27,136.03
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,86,149.64
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,3,1,190
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,1,14,124.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,24,138.93
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,117,154.88
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,1,76,151.49
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,333,150.78
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,97,162.59
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,3,23,193.62
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,2,3,129.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,2,55,154.21
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,12,166.48
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,3,110
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,135,164.74
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,3,10,170.9
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,41,143.4
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,65,169.98
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,94,188.24
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,7,150.11
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,1,204.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,48,176.92
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,14,162.83
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,3,23,172.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,12,191.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,3,19,175.83
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,2,1,175.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,37,189.44
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,1,190
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,2,5,176.2
31/12/2014 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,5,175.2
31/12/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,C,2,35,198.83
31/12/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,1,140,182.9
31/12/2014 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,2,8,189.7
31/12/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,4,155.2
31/12/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,1,11,188.2
31/12/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Processor,D,2,3,158.2
31/12/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,319,192.49
31/12/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,1,138,187.98
31/12/2014 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,158,183.43
31/12/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,25,204.42
31/12/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,10,167.32
31/12/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Processor,C,2,4,159.7
31/12/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,356,188.44
31/12/2014 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,33,189.65
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Dairy,D,2,6,150.2
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,185,190.92
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,2,160.7
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,5,187.68
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,3,8,198.05
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,185,192.58
31/12/2014 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,8,165.95
31/12/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,126,188.31
31/12/2014 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,13,187.35
31/12/2014 0:00,NSW,Armidale,Yearling Steer,400+,Processor,B,2,1,175
31/12/2014 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,6,179.7
31/12/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,5,195.16
31/12/2014 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,7,191.77
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,0-200,Processor,C,2,1,193.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,1,57,247.35
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,2,36,209.92
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Dairy,E,1,10,125.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,30,200.92
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,1,1,207.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,D,2,54,173.11
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,C,2,69,187.34
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Processor,D,2,26,177.32
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,C,2,220,207.61
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,1,21,214.1
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Restocker,D,2,347,208.79
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,C,2,272,213.43
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,2,59,190.6
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Feeder,D,3,2,200
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,C,3,5,215.52
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Processor,D,2,1,196.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,C,2,196,215.24
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,280-330,Restocker,D,2,44,193.88
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,2,319,223.15
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,C,3,60,225.85
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Feeder,D,2,1,205.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,2,2,210.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Processor,C,3,51,230.44
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,2,60,222.97
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,330-400,Restocker,C,3,33,227.08
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,2,9,207.76
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,400+,Feeder,C,3,55,221.21
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,3,131,235.85
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,400+,Processor,C,4,1,237.2
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,3,31,211.81
31/03/2015 0:00,NSW,Armidale,Yearling Heifer,400+,Restocker,C,4,3,204.2
31/03/2015 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,1,36,234.23
31/03/2015 0:00,NSW,Armidale,Yearling Steer,0-200,Restocker,D,2,2,195.1
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Dairy,E,1,8,125.2
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,C,2,10,235.2
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,1,4,197.2
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Feeder,D,2,19,205.66
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,C,2,130,246.11
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,1,97,225.08
31/03/2015 0:00,NSW,Armidale,Yearling Steer,200-280,Restocker,D,2,252,217.91
31/03/2015 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,C,2,64,231.27
31/03/2015 0:00,NSW,Armidale,Yearling Steer,280-330,Feeder,D,2,41,208.56
31/03/2015 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,C,2,263,233.79
31/03/2015 0:00,NSW,Armidale,Yearling Steer,280-330,Restocker,D,2,57,228.62
31/03/2015 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,2,233,241.14
31/03/2015 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,C,3,26,240.43
31/03/2015 0:00,NSW,Armidale,Yearling Steer,330-400,Feeder,D,2,10,238.6
31/03/2015 0:00,NSW,Armidale,Yearling Steer,330-400,Processor,C,2,2,235.2
31/03/2015 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,C,2,271,251.19
31/03/2015 0:00,NSW,Armidale,Yearling Steer,330-400,Restocker,D,2,9,187.98
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,2,345,250.1
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,C,3,32,254.45
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Feeder,D,2,1,230.2
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,3,12,245.42
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Processor,C,4,6,235
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,2,44,237.13
31/03/2015 0:00,NSW,Armidale,Yearling Steer,400+,Restocker,C,3,19,222.67
30/06/2015 0:00,NSW,Armidale,Yearling Heifer,0-200,Restocker,D,2,8,189.2
30/06/2015 0:00,NSW,Armidale,Yearling Heifer,200-280,Feeder,C,2,13,212
